LocalTime, GPSTime, ESSID, BSSID, Power, Security, Latitude, Longitude, Latitude Error, Longitude Error, Type
2026-07-12 11:11:27,1900-01-00 00:00:00,nana,82:07:40:A3:C3:D4,-31, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-07-12 11:11:27,1900-01-00 00:00:00,nana,82:07:40:A3:C3:D4,-29, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-07-12 11:11:28,1900-01-00 00:00:00,nana,82:07:40:A3:C3:D4,-32, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-07-12 11:11:28,1900-01-00 00:00:00,nana,82:07:40:A3:C3:D4,-27, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-07-12 11:11:28,1900-01-00 00:00:00,nana,82:07:40:A3:C3:D4,-30, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-07-12 11:11:28,1900-01-00 00:00:00,nana,82:07:40:A3:C3:D4,-27, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-07-12 11:11:28,1900-01-00 00:00:00,nana,82:07:40:A3:C3:D4,-27, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-07-12 11:11:28,1900-01-00 00:00:00,nana,82:07:40:A3:C3:D4,-30, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-07-12 11:11:28,1900-01-00 00:00:00,nana,82:07:40:A3:C3:D4,-27, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-07-12 11:11:28,1900-01-00 00:00:00,nana,82:07:40:A3:C3:D4,-32, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-07-12 11:11:28,1900-01-00 00:00:00,nana,82:07:40:A3:C3:D4,-31, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-07-12 11:11:28,1900-01-00 00:00:00,nana,82:07:40:A3:C3:D4,-27, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-07-12 11:11:29,1900-01-00 00:00:00,nana,82:07:40:A3:C3:D4,-28, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-07-12 11:11:29,1900-01-00 00:00:00,nana,82:07:40:A3:C3:D4,-31, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-07-12 11:11:29,1900-01-00 00:00:00,nana,82:07:40:A3:C3:D4,-29, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-07-12 11:11:29,1900-01-00 00:00:00,nana,82:07:40:A3:C3:D4,-28, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-07-12 11:11:29,1900-01-00 00:00:00,nana,82:07:40:A3:C3:D4,-28, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-07-12 11:11:29,1900-01-00 00:00:00,nana,82:07:40:A3:C3:D4,-32, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-07-12 11:11:29,1900-01-00 00:00:00,nana,82:07:40:A3:C3:D4,-31, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-07-12 11:11:29,1900-01-00 00:00:00,,92:4A:4F:A6:83:73,-64,,0.000000,0.000000,0.000,0.000,Client
2026-07-12 11:11:29,1900-01-00 00:00:00,nana,82:07:40:A3:C3:D4,-31, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-07-12 11:11:29,1900-01-00 00:00:00,,92:4A:4F:A6:83:73,-61,,0.000000,0.000000,0.000,0.000,Client
2026-07-12 11:11:29,1900-01-00 00:00:00,,92:4A:4F:A6:83:73,-62,,0.000000,0.000000,0.000,0.000,Client
2026-07-12 11:11:29,1900-01-00 00:00:00,nana,82:07:40:A3:C3:D4,-29, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-07-12 11:11:29,1900-01-00 00:00:00,nana,82:07:40:A3:C3:D4,-31, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-07-12 11:11:30,1900-01-00 00:00:00,nana,82:07:40:A3:C3:D4,-29, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-07-12 11:11:30,1900-01-00 00:00:00,nana,82:07:40:A3:C3:D4,-27, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-07-12 11:11:30,1900-01-00 00:00:00,nana,82:07:40:A3:C3:D4,-29, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-07-12 11:11:30,1900-01-00 00:00:00,nana,82:07:40:A3:C3:D4,-30, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-07-12 11:11:30,1900-01-00 00:00:00,nana,82:07:40:A3:C3:D4,-28, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-07-12 11:11:30,1900-01-00 00:00:00,nana,82:07:40:A3:C3:D4,-30, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-07-12 11:11:30,1900-01-00 00:00:00,nana,82:07:40:A3:C3:D4,-26, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-07-12 11:11:30,1900-01-00 00:00:00,nana,82:07:40:A3:C3:D4,-28, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-07-12 11:11:30,1900-01-00 00:00:00,nana,82:07:40:A3:C3:D4,-28, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-07-12 11:11:30,1900-01-00 00:00:00,nana,82:07:40:A3:C3:D4,-29, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-07-12 11:11:30,1900-01-00 00:00:00,nana,82:07:40:A3:C3:D4,-30, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-07-12 11:11:31,1900-01-00 00:00:00,nana,82:07:40:A3:C3:D4,-28, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-07-12 11:11:31,1900-01-00 00:00:00,nana,82:07:40:A3:C3:D4,-27, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-07-12 11:11:31,1900-01-00 00:00:00,nana,82:07:40:A3:C3:D4,-31, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-07-12 11:11:31,1900-01-00 00:00:00,nana,82:07:40:A3:C3:D4,-27, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-07-12 11:11:31,1900-01-00 00:00:00,nana,82:07:40:A3:C3:D4,-31, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-07-12 11:11:31,1900-01-00 00:00:00,nana,82:07:40:A3:C3:D4,-28, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-07-12 11:11:31,1900-01-00 00:00:00,nana,82:07:40:A3:C3:D4,-35, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-07-12 11:11:31,1900-01-00 00:00:00,nana,82:07:40:A3:C3:D4,-30, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-07-12 11:11:31,1900-01-00 00:00:00,nana,82:07:40:A3:C3:D4,-32, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-07-12 11:11:32,1900-01-00 00:00:00,nana,82:07:40:A3:C3:D4,-31, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-07-12 11:11:32,1900-01-00 00:00:00,nana,82:07:40:A3:C3:D4,-30, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-07-12 11:11:32,1900-01-00 00:00:00,nana,82:07:40:A3:C3:D4,-30, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-07-12 11:11:32,1900-01-00 00:00:00,nana,82:07:40:A3:C3:D4,-33, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-07-12 11:11:32,1900-01-00 00:00:00,nana,82:07:40:A3:C3:D4,-30, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-07-12 11:11:32,1900-01-00 00:00:00,nana,82:07:40:A3:C3:D4,-30, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-07-12 11:11:32,1900-01-00 00:00:00,nana,82:07:40:A3:C3:D4,-27, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-07-12 11:11:32,1900-01-00 00:00:00,nana,82:07:40:A3:C3:D4,-27, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-07-12 11:11:32,1900-01-00 00:00:00,nana,82:07:40:A3:C3:D4,-32, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-07-12 11:11:32,1900-01-00 00:00:00,nana,82:07:40:A3:C3:D4,-31, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-07-12 11:11:33,1900-01-00 00:00:00,nana,82:07:40:A3:C3:D4,-29, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-07-12 11:11:33,1900-01-00 00:00:00,nana,82:07:40:A3:C3:D4,-30, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-07-12 11:11:33,1900-01-00 00:00:00,nana,82:07:40:A3:C3:D4,-28, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-07-12 11:11:33,1900-01-00 00:00:00,nana,82:07:40:A3:C3:D4,-31, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-07-12 11:11:33,1900-01-00 00:00:00,nana,82:07:40:A3:C3:D4,-32, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-07-12 11:11:33,1900-01-00 00:00:00,nana,82:07:40:A3:C3:D4,-33, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-07-12 11:11:33,1900-01-00 00:00:00,nana,82:07:40:A3:C3:D4,-29, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-07-12 11:11:33,1900-01-00 00:00:00,nana,82:07:40:A3:C3:D4,-27, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-07-12 11:11:33,1900-01-00 00:00:00,nana,82:07:40:A3:C3:D4,-30, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-07-12 11:11:33,1900-01-00 00:00:00,nana,82:07:40:A3:C3:D4,-32, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-07-12 11:11:33,1900-01-00 00:00:00,nana,82:07:40:A3:C3:D4,-30, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-07-12 11:11:33,1900-01-00 00:00:00,nana,82:07:40:A3:C3:D4,-27, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-07-12 11:11:34,1900-01-00 00:00:00,nana,82:07:40:A3:C3:D4,-29, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-07-12 11:11:34,1900-01-00 00:00:00,nana,82:07:40:A3:C3:D4,-28, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-07-12 11:11:34,1900-01-00 00:00:00,nana,82:07:40:A3:C3:D4,-29, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-07-12 11:11:34,1900-01-00 00:00:00,nana,82:07:40:A3:C3:D4,-28, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-07-12 11:11:34,1900-01-00 00:00:00,nana,82:07:40:A3:C3:D4,-32, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-07-12 11:11:34,1900-01-00 00:00:00,nana,82:07:40:A3:C3:D4,-31, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-07-12 11:11:34,1900-01-00 00:00:00,nana,82:07:40:A3:C3:D4,-32, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-07-12 11:11:34,1900-01-00 00:00:00,nana,82:07:40:A3:C3:D4,-30, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-07-12 11:11:34,1900-01-00 00:00:00,nana,82:07:40:A3:C3:D4,-32, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-07-12 11:11:34,1900-01-00 00:00:00,,92:4A:4F:A6:83:73,-52,,0.000000,0.000000,0.000,0.000,Client
2026-07-12 11:11:34,1900-01-00 00:00:00,nana,82:07:40:A3:C3:D4,-31, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-07-12 11:11:34,1900-01-00 00:00:00,,92:4A:4F:A6:83:73,-52,,0.000000,0.000000,0.000,0.000,Client
2026-07-12 11:11:34,1900-01-00 00:00:00,nana,82:07:40:A3:C3:D4,-33, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-07-12 11:11:35,1900-01-00 00:00:00,nana,82:07:40:A3:C3:D4,-31, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-07-12 11:11:35,1900-01-00 00:00:00,nana,82:07:40:A3:C3:D4,-27, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-07-12 11:11:35,1900-01-00 00:00:00,nana,82:07:40:A3:C3:D4,-29, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-07-12 11:11:35,1900-01-00 00:00:00,nana,82:07:40:A3:C3:D4,-31, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-07-12 11:11:35,1900-01-00 00:00:00,nana,82:07:40:A3:C3:D4,-34, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-07-12 11:11:35,1900-01-00 00:00:00,nana,82:07:40:A3:C3:D4,-32, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-07-12 11:11:35,1900-01-00 00:00:00,nana,82:07:40:A3:C3:D4,-34, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-07-12 11:11:35,1900-01-00 00:00:00,nana,82:07:40:A3:C3:D4,-29, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-07-12 11:11:35,1900-01-00 00:00:00,nana,82:07:40:A3:C3:D4,-32, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-07-12 11:11:36,1900-01-00 00:00:00,nana,82:07:40:A3:C3:D4,-29, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-07-12 11:11:36,1900-01-00 00:00:00,nana,82:07:40:A3:C3:D4,-33, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-07-12 11:11:36,1900-01-00 00:00:00,nana,82:07:40:A3:C3:D4,-31, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-07-12 11:11:36,1900-01-00 00:00:00,nana,82:07:40:A3:C3:D4,-28, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-07-12 11:11:36,1900-01-00 00:00:00,nana,82:07:40:A3:C3:D4,-30, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-07-12 11:11:36,1900-01-00 00:00:00,nana,82:07:40:A3:C3:D4,-28, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-07-12 11:11:36,1900-01-00 00:00:00,nana,82:07:40:A3:C3:D4,-29, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-07-12 11:11:36,1900-01-00 00:00:00,nana,82:07:40:A3:C3:D4,-27, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-07-12 11:11:36,1900-01-00 00:00:00,nana,82:07:40:A3:C3:D4,-31, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-07-12 11:11:36,1900-01-00 00:00:00,nana,82:07:40:A3:C3:D4,-29, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-07-12 11:11:37,1900-01-00 00:00:00,nana,82:07:40:A3:C3:D4,-29, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-07-12 11:11:37,1900-01-00 00:00:00,nana,82:07:40:A3:C3:D4,-30, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-07-12 11:11:37,1900-01-00 00:00:00,nana,82:07:40:A3:C3:D4,-30, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-07-12 11:11:37,1900-01-00 00:00:00,nana,82:07:40:A3:C3:D4,-30, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-07-12 11:11:37,1900-01-00 00:00:00,nana,82:07:40:A3:C3:D4,-29, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-07-12 11:11:37,1900-01-00 00:00:00,nana,82:07:40:A3:C3:D4,-28, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-07-12 11:11:37,1900-01-00 00:00:00,nana,82:07:40:A3:C3:D4,-27, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-07-12 11:11:37,1900-01-00 00:00:00,nana,82:07:40:A3:C3:D4,-29, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-07-12 11:11:37,1900-01-00 00:00:00,nana,82:07:40:A3:C3:D4,-33, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-07-12 11:11:37,1900-01-00 00:00:00,nana,82:07:40:A3:C3:D4,-32, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-07-12 11:11:38,1900-01-00 00:00:00,nana,82:07:40:A3:C3:D4,-32, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-07-12 11:11:38,1900-01-00 00:00:00,nana,82:07:40:A3:C3:D4,-30, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-07-12 11:11:38,1900-01-00 00:00:00,nana,82:07:40:A3:C3:D4,-29, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-07-12 11:11:38,1900-01-00 00:00:00,nana,82:07:40:A3:C3:D4,-30, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-07-12 11:11:38,1900-01-00 00:00:00,nana,82:07:40:A3:C3:D4,-29, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-07-12 11:11:38,1900-01-00 00:00:00,nana,82:07:40:A3:C3:D4,-28, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-07-12 11:11:38,1900-01-00 00:00:00,nana,82:07:40:A3:C3:D4,-29, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-07-12 11:11:38,1900-01-00 00:00:00,nana,82:07:40:A3:C3:D4,-29, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-07-12 11:11:38,1900-01-00 00:00:00,nana,82:07:40:A3:C3:D4,-29, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-07-12 11:11:38,1900-01-00 00:00:00,nana,82:07:40:A3:C3:D4,-28, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-07-12 11:11:39,1900-01-00 00:00:00,nana,82:07:40:A3:C3:D4,-30, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-07-12 11:11:39,1900-01-00 00:00:00,nana,82:07:40:A3:C3:D4,-28, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-07-12 11:11:39,1900-01-00 00:00:00,nana,82:07:40:A3:C3:D4,-32, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-07-12 11:11:39,1900-01-00 00:00:00,nana,82:07:40:A3:C3:D4,-32, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-07-12 11:11:39,1900-01-00 00:00:00,nana,82:07:40:A3:C3:D4,-34, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-07-12 11:11:39,1900-01-00 00:00:00,nana,82:07:40:A3:C3:D4,-30, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-07-12 11:11:39,1900-01-00 00:00:00,nana,82:07:40:A3:C3:D4,-32, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-07-12 11:11:39,1900-01-00 00:00:00,nana,82:07:40:A3:C3:D4,-33, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-07-12 11:11:39,1900-01-00 00:00:00,nana,82:07:40:A3:C3:D4,-29, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-07-12 11:11:40,1900-01-00 00:00:00,nana,82:07:40:A3:C3:D4,-32, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-07-12 11:11:40,1900-01-00 00:00:00,nana,82:07:40:A3:C3:D4,-29, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-07-12 11:11:40,1900-01-00 00:00:00,nana,82:07:40:A3:C3:D4,-32, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-07-12 11:11:40,1900-01-00 00:00:00,,92:4A:4F:A6:83:73,-52,,0.000000,0.000000,0.000,0.000,Client
2026-07-12 11:11:40,1900-01-00 00:00:00,nana,82:07:40:A3:C3:D4,-31, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-07-12 11:11:40,1900-01-00 00:00:00,,92:4A:4F:A6:83:73,-52,,0.000000,0.000000,0.000,0.000,Client
2026-07-12 11:11:40,1900-01-00 00:00:00,nana,82:07:40:A3:C3:D4,-30, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-07-12 11:11:40,1900-01-00 00:00:00,nana,82:07:40:A3:C3:D4,-34, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-07-12 11:11:40,1900-01-00 00:00:00,nana,82:07:40:A3:C3:D4,-32, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-07-12 11:11:40,1900-01-00 00:00:00,nana,82:07:40:A3:C3:D4,-36, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-07-12 11:11:40,1900-01-00 00:00:00,nana,82:07:40:A3:C3:D4,-30, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-07-12 11:11:40,1900-01-00 00:00:00,nana,82:07:40:A3:C3:D4,-32, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-07-12 11:11:40,1900-01-00 00:00:00,nana,82:07:40:A3:C3:D4,-32, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-07-12 11:11:40,1900-01-00 00:00:00,nana,82:07:40:A3:C3:D4,-33, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-07-12 11:11:41,1900-01-00 00:00:00,nana,82:07:40:A3:C3:D4,-32, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-07-12 11:11:41,1900-01-00 00:00:00,nana,82:07:40:A3:C3:D4,-32, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-07-12 11:11:41,1900-01-00 00:00:00,nana,82:07:40:A3:C3:D4,-30, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-07-12 11:11:41,1900-01-00 00:00:00,nana,82:07:40:A3:C3:D4,-29, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-07-12 11:11:41,1900-01-00 00:00:00,nana,82:07:40:A3:C3:D4,-27, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-07-12 11:11:41,1900-01-00 00:00:00,nana,82:07:40:A3:C3:D4,-30, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-07-12 11:11:41,1900-01-00 00:00:00,nana,82:07:40:A3:C3:D4,-31, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-07-12 11:11:41,1900-01-00 00:00:00,nana,82:07:40:A3:C3:D4,-35, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-07-12 11:11:41,1900-01-00 00:00:00,nana,82:07:40:A3:C3:D4,-32, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-07-12 11:11:41,1900-01-00 00:00:00,nana,82:07:40:A3:C3:D4,-28, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-07-12 11:11:42,1900-01-00 00:00:00,nana,82:07:40:A3:C3:D4,-29, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-07-12 11:11:42,1900-01-00 00:00:00,nana,82:07:40:A3:C3:D4,-31, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-07-12 11:11:42,1900-01-00 00:00:00,nana,82:07:40:A3:C3:D4,-30, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-07-12 11:11:42,1900-01-00 00:00:00,nana,82:07:40:A3:C3:D4,-31, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-07-12 11:11:42,1900-01-00 00:00:00,nana,82:07:40:A3:C3:D4,-30, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-07-12 11:11:42,1900-01-00 00:00:00,nana,82:07:40:A3:C3:D4,-28, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-07-12 11:11:42,1900-01-00 00:00:00,nana,82:07:40:A3:C3:D4,-32, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-07-12 11:11:42,1900-01-00 00:00:00,nana,82:07:40:A3:C3:D4,-29, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-07-12 11:11:42,1900-01-00 00:00:00,nana,82:07:40:A3:C3:D4,-30, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-07-12 11:11:42,1900-01-00 00:00:00,nana,82:07:40:A3:C3:D4,-34, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-07-12 11:11:43,1900-01-00 00:00:00,nana,82:07:40:A3:C3:D4,-27, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-07-12 11:11:43,1900-01-00 00:00:00,nana,82:07:40:A3:C3:D4,-29, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-07-12 11:11:43,1900-01-00 00:00:00,nana,82:07:40:A3:C3:D4,-33, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-07-12 11:11:43,1900-01-00 00:00:00,nana,82:07:40:A3:C3:D4,-28, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-07-12 11:11:43,1900-01-00 00:00:00,nana,82:07:40:A3:C3:D4,-30, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-07-12 11:11:43,1900-01-00 00:00:00,nana,82:07:40:A3:C3:D4,-27, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-07-12 11:11:43,1900-01-00 00:00:00,nana,82:07:40:A3:C3:D4,-32, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-07-12 11:11:43,1900-01-00 00:00:00,nana,82:07:40:A3:C3:D4,-34, WPA2 ,0.000000,0.000000,0.000,0.000,AP
